location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_vaccinations_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred
Thailand,THA,18/6/2021,7483083,5434119,2048964,,263415,215430,10.44,7.58,2.86,,3005,153062,0.213
Thailand,THA,19/6/2021,7587178,5486092,2101086,,104095,215134,10.58,7.65,2.93,,3001,147044,0.205
Thailand,THA,20/6/2021,7679057,5526039,2153018,,91879,212990,10.71,7.71,3,,2971,142018,0.198
Thailand,THA,21/6/2021,7906696,5678848,2227848,,227639,199359,11.03,7.92,3.11,,2781,130969,0.183
Thailand,THA,22/6/2021,8148335,5844521,2303814,,241639,195360,11.36,8.15,3.21,,2725,128042,0.179
Thailand,THA,23/6/2021,8400320,6017424,2382896,,251985,199505,11.72,8.39,3.32,,2783,128953,0.18
Thailand,THA,24/6/2021,8657423,6206353,2451070,,257103,205394,12.08,8.66,3.42,,2865,136260,0.19
Thailand,THA,25/6/2021,8981478,6435308,2546170,,324055,214056,12.53,8.98,3.55,,2986,143027,0.199
Thailand,THA,26/6/2021,9055141,6475826,2579315,,73663,209709,12.63,9.03,3.6,,2925,141391,0.197
Thailand,THA,27/6/2021,9147513,6537852,2609661,,92372,209779,12.76,9.12,3.64,,2926,144545,0.202
Thailand,THA,28/6/2021,9416972,6721038,2695394,,269459,215754,13.13,9.37,3.76,,3009,148884,0.208
Thailand,THA,29/6/2021,9672706,6910169,2762537,,255734,217767,13.49,9.64,3.85,,3037,152235,0.212
Thailand,THA,30/6/2021,9927698,7110854,2816844,,254992,218197,13.85,9.92,3.93,,3043,156204,0.218
Thailand,THA,1/7/2021,10227183,7364585,2862598,,299485,224251,14.26,10.27,3.99,,3128,165462,0.231
Thailand,THA,2/7/2021,10572292,7640118,2932174,,345109,227259,14.75,10.66,4.09,,3170,172116,0.24
Thailand,THA,3/7/2021,10670897,7721150,2949747,,98605,230822,14.88,10.77,4.11,,3219,177903,0.248
Thailand,THA,4/7/2021,10777748,7804654,2973094,,106851,232891,15.03,10.89,4.15,,3248,180972,0.252
Thailand,THA,5/7/2021,11058390,8022029,3036361,,280642,234488,15.42,11.19,4.23,,3271,185856,0.259
Thailand,THA,6/7/2021,11328043,8245297,3082746,,269653,236477,15.8,11.5,4.3,,3298,190733,0.266
Thailand,THA,7/7/2021,11619618,8494230,3125388,,291575,241703,16.21,11.85,4.36,,3371,197625,0.276
Thailand,THA,8/7/2021,11975996,8800155,3175841,,356378,249830,16.7,12.27,4.43,,3485,205081,0.286
Thailand,THA,9/7/2021,12375904,9130526,3245378,,399908,257659,17.26,12.73,4.53,,3594,212915,0.297
Thailand,THA,10/7/2021,12469188,9213598,3255590,,93284,256899,17.39,12.85,4.54,,3583,213207,0.297
Thailand,THA,11/7/2021,12569213,9301407,3267806,,100025,255924,17.53,12.97,4.56,,3570,213822,0.298
Thailand,THA,12/7/2021,12908193,9598949,3309244,,338980,264258,18,13.39,4.62,,3686,225274,0.314
Thailand,THA,13/7/2021,13230681,9888124,3342557,,322488,271805,18.45,13.79,4.66,,3791,234690,0.327
Thailand,THA,14/7/2021,13533717,10163340,3370377,,303036,273443,18.88,14.18,4.7,,3814,238444,0.333
Thailand,THA,15/7/2021,13823355,10424355,3398430,,289638,263908,19.28,14.54,4.74,,3681,232029,0.324
Thailand,THA,16/7/2021,14130489,10697489,3432911,,307134,250655,19.71,14.92,4.79,,3496,223852,0.312
Thailand,THA,17/7/2021,14223762,10780762,3443330,,93273,250653,19.84,15.04,4.8,,3496,223881,0.312
Thailand,THA,18/7/2021,14298596,10850099,3448497,,74834,247055,19.94,15.13,4.81,,3446,221242,0.309
Thailand,THA,19/7/2021,14547244,11067518,3479726,,248648,234150,20.29,15.44,4.85,,3266,209796,0.293
Thailand,THA,20/7/2021,14805120,11292579,3512541,,257876,224920,20.65,15.75,4.9,,3137,200636,0.28
Thailand,THA,21/7/2021,15084696,11538866,3545830,,279576,221568,21.04,16.09,4.95,,3090,196504,0.274
Thailand,THA,22/7/2021,15388939,11805180,3583759,,304243,223655,21.46,16.47,5,,3119,197261,0.275
Thailand,THA,23/7/2021,15741818,12109424,3632394,,352879,230190,21.96,16.89,5.07,,3211,201705,0.281
Thailand,THA,24/7/2021,15869844,12226845,3642999,,128026,235155,22.13,17.05,5.08,,3280,206583,0.288
Thailand,THA,25/7/2021,15960778,12307788,3652990,,90934,237455,22.26,17.17,5.1,,3312,208241,0.29
Thailand,THA,26/7/2021,16099670,12429925,3669745,,138892,221775,22.46,17.34,5.12,,3093,194630,0.271
Thailand,THA,27/7/2021,16427059,12714312,3712747,,327389,231706,22.91,17.73,5.18,,3232,203105,0.283
Thailand,THA,28/7/2021,16591329,12858570,3732759,,164270,215233,23.14,17.93,5.21,,3002,188529,0.263
Thailand,THA,29/7/2021,17011477,13225233,3786244,,420148,231791,23.73,18.45,5.28,,3233,202865,0.283
Thailand,THA,30/7/2021,17491632,13640179,3851453,,480155,249973,24.4,19.02,5.37,,3487,218679,0.305
Thailand,THA,31/7/2021,17685974,13802916,3883058,,194342,259447,24.67,19.25,5.42,,3619,225153,0.314
Thailand,THA,1/8/2021,17866526,13955087,3911439,,180552,272250,24.92,19.46,5.46,,3797,235328,0.328
Thailand,THA,2/8/2021,18198825,14207477,3991348,,332299,299879,25.38,19.82,5.57,,4183,253936,0.354
Thailand,THA,3/8/2021,18578096,14492385,4085711,,379271,307291,25.91,20.21,5.7,,4286,254010,0.354
Thailand,THA,4/8/2021,18961703,14783001,4178702,,383607,338625,26.45,20.62,5.83,,4723,274919,0.383
Thailand,THA,5/8/2021,19632537,15180276,4277071,175190,670834,374437,27.38,21.17,5.97,0.24,5222,279292,0.39
Thailand,THA,6/8/2021,20280108,15687291,4406723,186094,647571,398354,28.29,21.88,6.15,0.26,5556,292445,0.408
Thailand,THA,7/8/2021,20478635,15843283,4438168,197184,198527,398952,28.56,22.1,6.19,0.28,5564,291481,0.407
Thailand,THA,8/8/2021,20669780,15986354,4461861,221565,191145,400465,28.83,22.3,6.22,0.31,5586,290181,0.405
Thailand,THA,9/8/2021,21171110,16336743,4566345,268022,501330,424612,29.53,22.79,6.37,0.37,5922,304181,0.424
Thailand,THA,10/8/2021,21717954,16701428,4692030,324496,546844,448551,30.29,23.29,6.54,0.45,6256,315578,0.44
Thailand,THA,11/8/2021,22288819,17068105,4826641,394073,570865,475302,31.09,23.81,6.73,0.55,6629,326443,0.455
Thailand,THA,12/8/2021,22508659,17239593,4855000,414066,219840,410875,31.39,24.05,6.77,0.58,5731,294188,0.41
Thailand,THA,13/8/2021,23192491,17696114,5033568,462809,683832,416055,32.35,24.68,7.02,0.65,5803,286975,0.4
Thailand,THA,14/8/2021,,,,,,416246,,,,,5806,286170,0.399
Thailand,THA,15/8/2021,23592227,17996826,5109476,485925,,417492,32.91,25.1,7.13,0.68,5823,287210,0.401
Thailand,THA,16/8/2021,24100631,18370997,5228157,501477,508404,418503,33.61,25.62,7.29,0.7,5837,290608,0.405
Thailand,THA,17/8/2021,24618749,18726405,5381676,510668,518118,414399,34.34,26.12,7.51,0.71,5780,289282,0.403
Thailand,THA,18/8/2021,25167060,19143574,5503882,519604,548311,411177,35.1,26.7,7.68,0.72,5735,296496,0.414
Thailand,THA,19/8/2021,25818666,19586009,5705200,527457,651606,472858,36.01,27.32,7.96,0.74,6595,335202,0.468
Thailand,THA,20/8/2021,26428101,19973692,5920614,533795,609435,462230,36.86,27.86,8.26,0.74,6447,325368,0.454
Thailand,THA,21/8/2021,26832179,20272171,6017820,542188,404078,491403,37.42,28.27,8.39,0.76,6854,346529,0.483
Thailand,THA,22/8/2021,27038999,20430028,6065003,543968,206820,492396,37.71,28.49,8.46,0.76,6868,347600,0.485
Thailand,THA,23/8/2021,27612445,20830673,6230511,551261,573446,501688,38.51,29.05,8.69,0.77,6997,351382,0.49
Thailand,THA,24/8/2021,28197659,21231498,6405537,560624,585214,511273,39.33,29.61,8.93,0.78,7131,357870,0.499
Thailand,THA,25/8/2021,28835580,21669955,6596785,568840,637921,524074,40.22,30.22,9.2,0.79,7310,360912,0.503
Thailand,THA,26/8/2021,29504769,22070573,6860084,574112,669189,526586,41.15,30.78,9.57,0.8,7345,354938,0.495
Thailand,THA,27/8/2021,30420507,22617701,7221368,581438,915738,570344,42.43,31.55,10.07,0.81,7955,377716,0.527
Thailand,THA,28/8/2021,30679289,22807078,7287885,584326,258782,549587,42.79,31.81,10.16,0.81,7665,362130,0.505
Thailand,THA,29/8/2021,30954477,23018371,7350348,585758,275188,559354,43.17,32.11,10.25,0.82,7802,369763,0.516
Thailand,THA,30/8/2021,31771819,23401465,7780973,589381,817342,594196,44.31,32.64,10.85,0.82,8288,367256,0.512
Thailand,THA,31/8/2021,,,,,,569750,,,,,7947,338112,0.472
Thailand,THA,1/9/2021,32600001,23795098,8212750,592153,,537774,45.47,33.19,11.45,0.83,7501,303592,0.423
Thailand,THA,2/9/2021,33427463,24147532,8684695,595236,827462,560385,46.62,33.68,12.11,0.83,7816,296708,0.414
Thailand,THA,3/9/2021,34292537,24542140,9152799,597598,865074,553147,47.83,34.23,12.77,0.83,7715,274920,0.383
Thailand,THA,4/9/2021,35218164,24918054,9698842,601268,925627,648411,49.12,34.75,13.53,0.84,9044,301568,0.421
Thailand,THA,5/9/2021,35587676,25104942,9879371,603363,369512,661886,49.64,35.02,13.78,0.84,9232,298082,0.416
Thailand,THA,6/9/2021,35912894,25234259,10074612,604023,325218,591582,50.09,35.2,14.05,0.84,8251,261828,0.365
Thailand,THA,7/9/2021,36635271,25554456,10475325,605490,722377,635623,51.1,35.64,14.61,0.84,8865,279454,0.39
Thailand,THA,8/9/2021,37461284,25954106,10900001,607177,826013,694469,52.25,36.2,15.2,0.85,9686,308430,0.43
Thailand,THA,9/9/2021,38174738,26292211,11272593,609934,713454,678182,53.24,36.67,15.72,0.85,9459,306383,0.427
Thailand,THA,10/9/2021,38873359,26631261,11630996,611102,698621,654403,54.22,37.14,16.22,0.85,9127,298446,0.416
Thailand,THA,11/9/2021,39631862,26954546,12063643,613673,758503,630528,55.28,37.6,16.83,0.86,8794,290927,0.406
Thailand,THA,12/9/2021,40060467,27194487,12251011,614969,428605,638970,55.87,37.93,17.09,0.86,8912,298506,0.416
Thailand,THA,13/9/2021,40276356,27303700,12357581,615075,215889,623352,56.18,38.08,17.24,0.86,8694,295634,0.412
Thailand,THA,14/9/2021,40953025,27540743,12795707,616575,676669,616822,57.12,38.41,17.85,0.86,8603,283755,0.396
Thailand,THA,15/9/2021,41647101,27769095,13260456,617550,694076,597974,58.09,38.73,18.5,0.86,8340,259284,0.362
Thailand,THA,16/9/2021,42477514,28085202,13773184,619128,830413,614682,59.25,39.17,19.21,0.86,8573,256142,0.357
Thailand,THA,17/9/2021,43342103,28436015,14285995,620093,864589,638392,60.45,39.66,19.93,0.86,8904,257822,0.36
Thailand,THA,18/9/2021,43889427,28611321,14657681,620425,547324,608224,61.22,39.91,20.44,0.87,8483,236682,0.33
Thailand,THA,19/9/2021,44485657,28893133,14971317,621207,596230,632170,62.05,40.3,20.88,0.87,8817,242664,0.338
Thailand,THA,20/9/2021,44742049,29002572,15118015,621462,256392,637956,62.4,40.45,21.09,0.87,8898,242696,0.339
Thailand,THA,21/9/2021,45211101,29201077,15388071,621953,469052,608297,63.06,40.73,21.46,0.87,8484,237191,0.331
Thailand,THA,22/9/2021,46023016,29501110,15899158,622748,811915,625131,64.19,41.15,22.18,0.87,8719,247431,0.345
Thailand,THA,23/9/2021,,,,,,615274,,,,,8582,243398,0.339
Thailand,THA,24/9/2021,,,,,,600535,,,,,8376,234407,0.327
Thailand,THA,25/9/2021,,,,,,631120,,,,,8803,250489,0.349
Thailand,THA,26/9/2021,,,,,,654718,,,,,9132,251356,0.351
Thailand,THA,27/9/2021,,,,,,726865,,,,,10138,276847,0.386
Thailand,THA,28/9/2021,,,,,,768631,,,,,10721,289614,0.404
Thailand,THA,29/9/2021,,,,,,761417,,,,,10620,287878,0.402
Thailand,THA,30/9/2021,,,,,,761417,,,,,10620,287878,0.402
Thailand,THA,1/10/2021,,,,,,761417,,,,,10620,287878,0.402
Thailand,THA,2/10/2021,,,,,,761417,,,,,10620,287878,0.402
Thailand,THA,3/10/2021,,,,,,761417,,,,,10620,287878,0.402
Thailand,THA,4/10/2021,,,,,,761417,,,,,10620,287878,0.402
Thailand,THA,5/10/2021,55921443,33243525,21162251,1515667,,761417,78,46.37,29.52,2.11,10620,287878,0.402
Thailand,THA,6/10/2021,56656247,33505887,21595916,1554444,734804,757616,79.02,46.73,30.12,2.17,10567,284233,0.396
Thailand,THA,7/10/2021,57387052,33774684,22005722,1606646,730805,753242,80.04,47.11,30.69,2.24,10506,281507,0.393
Thailand,THA,8/10/2021,58298700,34188488,22460213,1649999,911648,774704,81.31,47.68,31.33,2.3,10805,299496,0.418
Thailand,THA,9/10/2021,59308772,34668552,22949256,1690964,1010072,810226,82.72,48.35,32.01,2.36,11301,326952,0.456
Thailand,THA,10/10/2021,59539624,34782627,23055555,1701442,230852,734431,83.04,48.51,32.16,2.37,10244,302123,0.421
Thailand,THA,11/10/2021,60228105,35093892,23400992,1733221,688481,724011,84,48.95,32.64,2.42,10098,305464,0.426
Thailand,THA,12/10/2021,61033251,35462170,23796497,1774584,805146,730258,85.13,49.46,33.19,2.48,10185,316949,0.442
Thailand,THA,13/10/2021,61995809,35895984,24282686,1817139,962558,762795,86.47,50.07,33.87,2.53,10639,341442,0.476
Thailand,THA,14/10/2021,62579803,36239806,24502527,1837470,583994,741822,87.28,50.55,34.18,2.56,10347,352160,0.491
Thailand,THA,15/10/2021,63614352,36721779,25012380,1880193,1034549,759379,88.73,51.22,34.89,2.62,10591,361899,0.505
Thailand,THA,16/10/2021,64139022,36955020,25287543,1896459,524670,690036,89.46,51.54,35.27,2.65,9624,326638,0.456
Thailand,THA,17/10/2021,65202741,37446713,25825201,1930827,1063719,809017,90.94,52.23,36.02,2.69,11284,380584,0.531
Thailand,THA,18/10/2021,65677794,37684728,26042573,1950493,475053,778527,91.6,52.56,36.32,2.72,10859,370119,0.516
Thailand,THA,19/10/2021,66592321,38137096,26474522,1980703,914527,794153,92.88,53.19,36.93,2.76,11077,382132,0.533
Thailand,THA,20/10/2021,67587102,38611193,26959785,2016124,994781,798756,94.27,53.85,37.6,2.81,11141,387887,0.541
Thailand,THA,21/10/2021,68503058,39039849,27405800,2057409,915956,846179,95.55,54.45,38.22,2.87,11802,400006,0.558
Thailand,THA,22/10/2021,69217162,39358277,27774180,2084705,714104,800401,96.54,54.9,38.74,2.91,11164,376643,0.525
Thailand,THA,23/10/2021,69923540,39708520,28106044,2108976,706378,826360,97.53,55.38,39.2,2.94,11526,393357,0.549
Thailand,THA,24/10/2021,70279624,39881034,28276165,2122425,356084,725269,98.02,55.62,39.44,2.96,10116,347760,0.485
Thailand,THA,25/10/2021,70505802,39999692,28372531,2133579,226178,689715,98.34,55.79,39.57,2.98,9620,330709,0.461
Thailand,THA,26/10/2021,71237520,40346281,28713904,2177335,731718,663600,99.36,56.27,40.05,3.04,9256,315598,0.44
Thailand,THA,27/10/2021,72049529,40717544,29115651,2216334,812009,637490,100.49,56.79,40.61,3.09,8891,300907,0.42
Thailand,THA,28/10/2021,72812483,41075152,29469487,2267844,762954,615632,101.56,57.29,41.1,3.16,8587,290758,0.406
Thailand,THA,29/10/2021,73692039,41495703,29881984,2314352,879556,639268,102.78,57.88,41.68,3.23,8916,305347,0.426
Thailand,THA,30/10/2021,74694431,41924824,30409329,2360278,1002392,681556,104.18,58.47,42.41,3.29,9506,316615,0.442
Thailand,THA,31/10/2021,75389558,42247135,30743399,2399024,695127,729991,105.15,58.92,42.88,3.35,10182,338014,0.471
Thailand,THA,1/11/2021,75710277,42388465,30911219,2410593,320719,743496,105.6,59.12,43.11,3.36,10370,341253,0.476
Thailand,THA,2/11/2021,76226116,42548483,31244587,2433046,515839,712657,106.32,59.34,43.58,3.39,9940,314600,0.439
Thailand,THA,3/11/2021,77014092,42815600,31730365,2468127,787976,709223,107.42,59.72,44.26,3.44,9892,299722,0.418
Thailand,THA,4/11/2021,77831474,43112788,32223467,2495219,817382,716999,108.56,60.13,44.94,3.48,10000,291091,0.406
Thailand,THA,5/11/2021,78656124,43403391,32726021,2526712,824650,709155,109.71,60.54,45.64,3.52,9891,272527,0.38
Thailand,THA,6/11/2021,79517972,43694336,33263737,2559899,861848,689077,110.91,60.94,46.39,3.57,9611,252787,0.353
Thailand,THA,7/11/2021,80221553,43914118,33719280,2588155,703581,690285,111.89,61.25,47.03,3.61,9628,238140,0.332
Thailand,THA,8/11/2021,80499612,43990610,33912537,2596465,278059,684191,112.28,61.36,47.3,3.62,9543,228878,0.319
Thailand,THA,9/11/2021,80968807,44116509,34240355,2611943,469195,677527,112.93,61.53,47.76,3.64,9450,224004,0.312
Thailand,THA,10/11/2021,81761062,44355673,34760830,2644559,792255,678139,114.04,61.87,48.48,3.69,9458,220010,0.307
Thailand,THA,11/11/2021,82532531,44579576,35277108,2675847,771469,671580,115.11,62.18,49.2,3.73,9367,209541,0.292
Thailand,THA,12/11/2021,83320621,44809613,35800674,2710334,788090,666357,116.21,62.5,49.93,3.78,9294,200889,0.28
Thailand,THA,13/11/2021,84094565,45069302,36281904,2743359,773944,653799,117.29,62.86,50.6,3.83,9119,196424,0.274
Thailand,THA,14/11/2021,84467731,45204553,36504141,2759037,373166,606597,117.81,63.05,50.91,3.85,8461,184348,0.257
Thailand,THA,15/11/2021,85012905,45374194,36855732,2782979,545174,644756,118.57,63.29,51.4,3.88,8993,197655,0.276
Thailand,THA,16/11/2021,85412126,45488767,37114546,2808813,399221,634760,119.13,63.45,51.77,3.92,8853,196037,0.273
Thailand,THA,17/11/2021,86071507,45700036,37527295,2844176,659381,615778,120.05,63.74,52.34,3.97,8589,192052,0.268
Thailand,THA,18/11/2021,86890826,46005152,37939622,2946052,819319,622614,121.19,64.17,52.92,4.11,8684,203654,0.284
Thailand,THA,19/11/2021,,,,,,612895,,,,,8548,204209,0.285
Thailand,THA,20/11/2021,88330952,46473004,38836504,3021444,,605198,123.2,64.82,54.17,4.21,8441,200529,0.28
Thailand,THA,21/11/2021,88803596,46646938,39101640,3055018,472644,619409,123.86,65.06,54.54,4.26,8639,206055,0.287
Thailand,THA,22/11/2021,88989235,46718014,39202716,3068505,185639,568047,124.12,65.16,54.68,4.28,7923,191974,0.268
Thailand,THA,23/11/2021,89336791,46836876,39403769,3096146,347556,560666,124.6,65.33,54.96,4.32,7820,192587,0.269
Thailand,THA,24/11/2021,89894183,47034024,39724270,3135889,557392,546097,125.38,65.6,55.41,4.37,7617,190570,0.266
Thailand,THA,25/11/2021,90468955,47233526,40056072,3179357,574772,511161,126.18,65.88,55.87,4.43,7129,175482,0.245
Thailand,THA,26/11/2021,90735069,47331644,40202745,3200680,266114,446311,126.55,66.02,56.07,4.46,6225,156081,0.218
Thailand,THA,27/11/2021,91658056,47650767,40737473,3269816,922987,475301,127.84,66.46,56.82,4.56,6629,168252,0.235
Thailand,THA,28/11/2021,92125296,47847646,40963885,3313765,467240,474529,128.49,66.74,57.13,4.62,6619,171530,0.239
Thailand,THA,29/11/2021,92360417,47963180,41053644,3343593,235121,481597,128.82,66.9,57.26,4.66,6717,177881,0.248
Thailand,THA,30/11/2021,,,,,,590665,,,,,8238,223601,0.312
Thailand,THA,1/12/2021,94582481,48840982,42131710,3609789,,669757,131.92,68.12,58.76,5.03,9341,258137,0.36
Thailand,THA,2/12/2021,95106168,49048099,42370898,3687171,523687,662459,132.65,68.41,59.1,5.14,9240,259225,0.362
Thailand,THA,3/12/2021,95727204,49298481,42649918,3778805,621036,713162,133.52,68.76,59.49,5.27,9947,280977,0.392
Thailand,THA,4/12/2021,95880526,49368171,42700253,3812102,153322,603210,133.73,68.86,59.56,5.32,8413,245343,0.342
Thailand,THA,5/12/2021,96066632,49473972,42733111,3859549,186106,563048,133.99,69,59.6,5.38,7853,232332,0.324
Thailand,THA,6/12/2021,96155518,49508737,42766958,3879823,88886,542157,134.11,69.05,59.65,5.41,7562,220794,0.308
Thailand,THA,7/12/2021,96594138,49664130,42966853,3963155,438620,446098,134.73,69.27,59.93,5.53,6222,180293,0.251
Thailand,THA,8/12/2021,97018673,49813716,43142155,4062802,424535,348027,135.32,69.48,60.17,5.67,4854,138962,0.194
Thailand,THA,9/12/2021,97522113,49980567,43381279,4160267,503440,345135,136.02,69.71,60.51,5.8,4814,133210,0.186
Thailand,THA,10/12/2021,97883818,50088788,43556579,4238451,361705,308088,136.52,69.86,60.75,5.91,4297,112901,0.157
Thailand,THA,11/12/2021,97980080,50107715,43592798,4279567,96262,299936,136.66,69.89,60.8,5.97,4183,105649,0.147
Thailand,THA,12/12/2021,98048414,50120675,43622643,4305096,68334,283112,136.75,69.91,60.84,6,3949,92386,0.129
Thailand,THA,13/12/2021,98447784,50234523,43814721,4398540,399370,327467,137.31,70.07,61.11,6.13,4567,103684,0.145
Thailand,THA,14/12/2021,98823800,50337400,43972293,4514107,376016,318523,137.84,70.21,61.33,6.3,4443,96181,0.134
Thailand,THA,15/12/2021,99252063,50441125,44152623,4658315,428263,319056,138.43,70.35,61.58,6.5,4450,89630,0.125
Thailand,THA,16/12/2021,99687596,50544648,44319753,4823195,435533,309355,139.04,70.5,61.82,6.73,4315,80583,0.112
Thailand,THA,17/12/2021,100289677,50676622,44546442,5066613,602081,343694,139.88,70.68,62.13,7.07,4794,83976,0.117
Thailand,THA,18/12/2021,100468444,50700053,44601352,5167039,178767,355481,140.13,70.71,62.21,7.21,4958,84620,0.118
Thailand,THA,19/12/2021,100557955,50712220,44628743,5216992,89511,358506,140.25,70.73,62.25,7.28,5000,84506,0.118
Thailand,THA,20/12/2021,100984499,50793694,44779616,5411189,426544,362388,140.85,70.84,62.46,7.55,5054,79882,0.111
Thailand,THA,21/12/2021,101437383,50872393,44931528,5633462,452884,373369,141.48,70.95,62.67,7.86,5208,76428,0.107
Thailand,THA,22/12/2021,101941875,50957652,45109171,5875052,504492,384259,142.18,71.07,62.92,8.19,5359,73790,0.103
Thailand,THA,23/12/2021,102484917,51040374,45302478,6142065,543042,399617,142.94,71.19,63.19,8.57,5574,70818,0.099
Thailand,THA,24/12/2021,103134583,51137962,45552103,6444518,649666,406415,143.85,71.33,63.53,8.99,5669,65906,0.092
Thailand,THA,25/12/2021,103277215,51150523,45599286,6527406,142632,401253,144.05,71.34,63.6,9.1,5597,64353,0.09
Thailand,THA,26/12/2021,103367460,51159316,45626775,6581369,90245,401358,144.17,71.35,63.64,9.18,5598,63871,0.089
Thailand,THA,27/12/2021,103878623,51229665,45840911,6808047,511163,413446,144.89,71.45,63.94,9.5,5767,62282,0.087
Thailand,THA,28/12/2021,104384337,51298981,46035483,7049873,505714,420993,145.59,71.55,64.21,9.83,5872,60941,0.085
Thailand,THA,29/12/2021,104846522,51366425,46209589,7270508,462185,414950,146.24,71.64,64.45,10.14,5788,58396,0.081
Thailand,THA,30/12/2021,105145361,51407664,46317067,7420630,298839,380063,146.65,71.7,64.6,10.35,5301,52470,0.073
Thailand,THA,31/12/2021,105160269,51410504,46319204,7430561,14908,289384,146.67,71.71,64.6,10.36,4036,38935,0.054
Thailand,THA,1/1/2022,105170510,51411912,46320706,7437892,10241,270471,146.69,71.71,64.61,10.37,3772,37341,0.052
Thailand,THA,2/1/2022,105185081,51413767,46322320,7448994,14571,259660,146.71,71.71,64.61,10.39,3622,36350,0.051
Thailand,THA,3/1/2022,105213013,51416795,46330079,7466139,27932,190627,146.75,71.71,64.62,10.41,2659,26733,0.037
Thailand,THA,4/1/2022,105501697,51445669,46445563,7610465,288684,159623,147.15,71.75,64.78,10.61,2226,20955,0.029
Thailand,THA,5/1/2022,105935000,51486525,46608783,7839692,433303,155497,147.75,71.81,65.01,10.93,2169,17157,0.024
Thailand,THA,6/1/2022,106474266,51536177,46782157,8155932,539266,189844,148.51,71.88,65.25,11.38,2648,18359,0.026
Thailand,THA,7/1/2022,107184723,51599728,46981568,8603427,710457,289208,149.5,71.97,65.53,12,4034,27032,0.038
Thailand,THA,8/1/2022,107345848,51609819,47007723,8728306,161125,310763,149.72,71.98,65.56,12.17,4334,28272,0.039
Thailand,THA,9/1/2022,107455519,51616647,47021789,8817083,109671,324348,149.87,71.99,65.58,12.3,4524,28983,0.04
Thailand,THA,10/1/2022,107978454,51663833,47155401,9159220,522935,395063,150.6,72.06,65.77,12.77,5510,35291,0.049
Thailand,THA,11/1/2022,108524424,51712399,47266331,9545694,545970,431818,151.37,72.13,65.93,13.31,6023,38104,0.053
Thailand,THA,12/1/2022,109094520,51763547,47386259,9944714,570096,451360,152.16,72.2,66.09,13.87,6295,39575,0.055
Thailand,THA,13/1/2022,109685368,51812348,47511309,10361711,590848,458729,152.98,72.27,66.27,14.45,6398,39453,0.055
Thailand,THA,14/1/2022,110455329,51877264,47684571,10893494,769961,467229,154.06,72.36,66.51,15.19,6517,39648,0.055
Thailand,THA,15/1/2022,110657929,51890373,47703765,11063791,202600,473154,154.34,72.37,66.54,15.43,6599,40079,0.056
Thailand,THA,16/1/2022,110761456,51897072,47714407,11149977,103527,472277,154.49,72.38,66.55,15.55,6587,40061,0.056
Thailand,THA,17/1/2022,111219969,51938259,47807581,11474129,458513,463074,155.12,72.44,66.68,16,6459,39204,0.055
